countyFips,placeFips,area,year,cbBuildingPermit,sdoBuildingPermit,totalPopulation,householdPopulation,personsPerHousehold,totalHousingUnits,occupiedHousingUnits,vacantHousingUnits
125,00000,YUMA COUNTY,2017,8,0,9973,9787,2.53,4304,3874,430
125,23025,Eckley,2017,0,0,228,228,2.41,109,95,14
125,86310,Wray,2017,2,0,2303,2211,2.42,1003,912,91
125,86750,Yuma,2017,1,4,3508,3414,2.53,1439,1347,92
125,99990,Unincorp. Area,2017,5,4,3934,3934,2.59,1753,1520,233
999,03455,Arvada (Total),2017,740,740,121145,120380,2.49,49464,48305,1159
999,04000,Aurora (Total),2017,2705,2709,370271,367828,2.7,139912,136116,3796
999,04935,Basalt (Total),2017,136,0,3888,3888,2.31,1986,1683,303
999,06090,Bennett (Total),2017,0,0,2488,2488,2.87,886,867,19
999,06255,Berthoud (Total),2017,265,134,7199,7120,2.62,2873,2720,153
999,08070,Bow Mar (Total),2017,0,0,865,865,2.96,298,292,6
999,08675,Brighton (Total),2017,514,510,39215,37624,2.96,12918,12706,212
999,12855,Center (Total),2017,0,0,2028,2028,2.69,860,755,105
999,12910,Central City (Total),2017,0,0,747,747,1.94,509,385,124
999,24950,Erie (Total),2017,466,466,25349,25349,2.96,8728,8571,157
999,32650,Green Mtn Falls (Total),2017,0,0,772,748,2,549,373,176
999,39855,Johnstown (Total),2017,134,132,15885,15885,2.83,5821,5613,208
999,45255,Littleton (Total),2017,727,1467,46554,45973,2.24,21201,20548,653
999,45530,Lochbuie (Total),2017,179,179,6316,6316,3.12,2064,2023,41
999,45970,Longmont (Total),2017,972,1003,94461,93652,2.51,38362,37342,1020
999,54330,Northglenn (Total),2017,0,0,38757,38624,2.7,14548,14324,224
999,75640,Superior (Total),2017,33,33,12934,12934,2.74,4828,4713,115
999,77290,Thornton (Total),2017,861,861,136532,136056,2.88,47778,47172,606
999,77510,Timnath (Total),2017,162,0,3615,3615,3.15,1255,1149,106
999,83835,Westminster (Total),2017,196,199,115900,115434,2.48,47353,46454,899
999,85485,Windsor (Total),2017,750,750,26260,26154,2.75,9983,9513,470
000,00000,COLORADO STATE,2018,40028,0,5676912,5549371,2.5,2418599,2220185,198414
001,00000,ADAMS COUNTY,2018,2667,0,511422,506996,2.88,180056,176173,3883
001,03455,Arvada (Part),2018,0,0,2947,2941,2.58,1157,1139,18
001,04000,Aurora (Part),2018,455,455,46281,45058,3.05,15279,14786,493
001,06090,Bennett (Part),2018,11,11,2140,2140,2.84,777,753,24
001,08675,Brighton (Part),2018,183,366,39658,38060,2.96,13162,12848,314
001,16495,Commerce City,2018,785,0,59218,58854,3.23,18595,18231,364
001,26270,Federal Heights,2018,0,59,14585,14585,2.71,5549,5384,165
001,45530,Lochbuie (Part),2018,0,0,1,1,1.2,1,1,0
001,54330,Northglenn (Part),2018,6,6,38629,38495,2.7,14562,14243,319
001,77290,Thornton (Part),2018,925,925,138819,138340,2.89,48820,47932,888
001,83835,Westminster (Part),2018,74,74,71348,71045,2.49,29186,28532,654
001,99990,Unincorp. Area,2018,228,396,97795,97476,3.02,32968,32323,645
003,00000,ALAMOSA COUNTY,2018,87,0,16184,15319,2.43,6990,6310,680
003,01090,Alamosa,2018,69,50,9583,8786,2.33,4130,3767,363
003,37380,Hooper,2018,0,0,85,85,2.37,50,36,14
003,99990,Unincorp. Area,2018,18,18,6516,6448,2.57,2810,2508,302
005,00000,ARAPAHOE COUNTY,2018,2687,0,650167,644993,2.58,257003,249640,7363
005,04000,Aurora (Part),2018,1866,1866,329286,328033,2.67,126598,122936,3662
005,06090,Bennett (Part),2018,6,6,386,386,3.12,126,124,2
005,08070,Bow Mar (Part),2018,2,2,594,594,2.92,206,203,3
005,12815,Centennial,2018,154,57,108908,106850,2.65,41078,40362,716
005,13845,Cherry Hills Village,2018,6,6,6536,6536,3.09,2186,2117,69
005,16385,Columbine Valley,2018,17,0,1488,1488,2.67,580,556,24
005,19630,Deer Trail,2018,16,0,889,889,2.7,356,330,26
005,24785,Englewood,2018,105,110,33881,33540,2.08,16736,16106,630
005,28105,Foxfield,2018,1,1,746,727,2.75,271,264,7
005,30340,Glendale,2018,0,0,4857,4857,1.67,3081,2909,172
005,33035,Greenwood Village,2018,19,14,15951,15887,2.46,6734,6467,267
005,45255,Littleton (Part),2018,78,1524,43510,42916,2.21,20067,19389,678
005,69645,Sheridan,2018,38,38,6154,6154,2.49,2575,2474,101
005,99990,Unincorp. Area,2018,379,384,96981,96136,2.72,36409,35404,1005
007,00000,ARCHULETA COUNTY,2018,173,0,13034,12937,2.29,9277,5657,3620
007,56860,Pagosa Springs,2018,20,19,1588,1538,2.39,946,644,302
007,99990,Unincorp. Area,2018,153,149,11446,11399,2.27,8331,5013,3318
009,00000,BACA COUNTY,2018,0,0,3550,3504,2.16,1969,1621,348
009,11645,Campo,2018,0,0,108,108,2.28,65,47,18
009,61315,Pritchett,2018,0,0,118,118,2.34,65,51,14
009,73330,Springfield,2018,0,0,1325,1291,2.04,735,634,101
009,79270,Two Buttes,2018,0,0,36,36,1.6,30,23,7
009,81030,Vilas,2018,0,0,91,91,2.57,37,35,2
009,82460,Walsh,2018,0,0,558,545,2.02,329,270,59
009,99990,Unincorp. Area,2018,0,0,1315,1315,2.34,708,562,146
011,00000,BENT COUNTY,2018,3,0,5984,4052,2.29,2133,1770,363
011,43660,Las Animas,2018,0,0,2291,2213,2.24,1178,989,189
011,99990,Unincorp. Area,2018,3,0,3693,1839,2.36,955,780,175
013,00000,BOULDER COUNTY,2018,1779,0,328055,313643,2.38,136410,131636,4774
013,07850,Boulder,2018,202,201,108380,95152,2.17,45303,43780,1523
013,24950,Erie (Part),2018,250,250,11525,11525,3.02,3870,3815,55
013,39195,Jamestown,2018,0,0,278,278,2.23,134,125,9
013,41835,Lafayette,2018,271,0,28192,28074,2.51,11413,11190,223
013,45970,Longmont (Part),2018,849,849,95799,94983,2.5,39134,38017,1117
013,46355,Louisville,2018,43,59,21252,21078,2.42,8898,8705,193
013,47070,Lyons,2018,10,13,2193,2193,2.5,900,878,22
013,53175,Nederland,2018,8,0,1553,1546,2.18,762,709,53
013,75640,Superior (Part),2018,76,76,13071,13071,2.74,4902,4775,127
013,82735,Ward,2018,7,0,153,153,1.82,100,85,15
013,99990,Unincorp. Area,2018,63,63,45660,45590,2.33,20994,19557,1437
014,00000,BROOMFIELD COUNTY,2018,416,0,71322,70723,2.5,30060,28250,1810
014,09280,Broomfield,2018,416,664,71322,70723,2.5,30060,28250,1810
015,00000,CHAFFEE COUNTY,2018,269,0,19250,17829,2.16,10673,8260,2413
015,10105,Buena Vista,2018,21,0,2806,2806,2.22,1529,1264,265
015,60600,Poncha Springs,2018,43,43,835,835,2.17,438,384,54
015,67280,Salida,2018,100,0,5695,5529,2.03,3228,2729,499
015,99990,Unincorp. Area,2018,105,105,9914,8659,2.23,5478,3883,1595
017,00000,CHEYENNE COUNTY,2018,3,0,1783,1741,2.31,901,755,146
017,14175,Cheyenne Wells,2018,0,0,779,752,2.11,411,356,55
017,41010,Kit Carson,2018,0,0,271,256,2.27,136,112,24
017,99990,Unincorp. Area,2018,3,0,733,733,2.56,354,286,68
019,00000,CLEAR CREEK COUNTY,2018,30,0,9385,9260,2.13,5602,4353,1249
019,12910,Central City (Part),2018,0,0,0,0,0,0,0,0
019,24620,Empire,2018,1,1,335,335,1.88,206,178,28
019,29735,Georgetown,2018,13,0,1129,1058,2.01,740,527,213
019,38370,Idaho Sprgs,2018,0,0,1753,1709,2.04,914,838,76
019,70360,Silver Plume,2018,0,0,200,200,1.91,147,104,43
019,99990,Unincorp. Area,2018,16,0,5969,5959,2.2,3595,2706,889
021,00000,CONEJOS COUNTY,2018,24,0,7660,7602,2.57,3950,2957,993
021,02355,Antonito,2018,0,0,674,672,2.18,377,309,68
021,42055,La Jara,2018,3,0,751,743,2.61,333,285,48
021,48060,Manassa,2018,3,0,944,944,2.63,402,358,44
021,65740,Romeo,2018,1,0,306,306,2.78,125,110,15
021,67830,Sanford,2018,2,0,873,873,2.83,340,309,31
021,99990,Unincorp. Area,2018,15,0,4112,4064,2.56,2373,1586,787
023,00000,COSTILLA COUNTY,2018,0,0,3515,3515,2.21,2313,1591,722
023,07190,Blanca,2018,0,0,336,336,2.73,150,123,27
023,68105,San Luis,2018,0,0,603,603,2.16,344,279,65
023,99990,Unincorp. Area,2018,0,0,2576,2576,2.17,1819,1189,630
025,00000,CROWLEY COUNTY,2018,3,0,5837,3027,2.33,1507,1298,209
025,18750,Crowley,2018,0,0,164,164,2.22,81,74,7
025,55705,Olney Springs,2018,0,0,320,320,2.47,156,130,26
025,56145,Ordway,2018,0,0,1050,1015,2.26,518,449,69
025,74815,Sugar City,2018,0,0,257,257,2.24,148,115,33
025,99990,Unincorp. Area,2018,3,0,4046,1270,2.39,604,531,73
027,00000,CUSTER COUNTY,2018,74,0,4591,4580,2.12,4036,2162,1874
027,70250,Silver Cliff,2018,11,0,600,600,2.01,396,299,97
027,83450,Westcliffe,2018,2,1,443,431,1.92,313,224,89
027,99990,Unincorp. Area,2018,61,68,3548,3548,2.17,3327,1638,1689
029,00000,DELTA COUNTY,2018,46,0,31033,30182,2.34,14694,12913,1781
029,12635,Cedaredge,2018,9,0,2241,2241,2.07,1182,1084,98
029,17925,Crawford,2018,0,0,414,414,2.22,217,186,31
029,19850,Delta,2018,6,6,8928,8768,2.43,3883,3609,274
029,37545,Hotchkiss,2018,0,0,874,874,2.21,434,395,39
029,55980,Orchard City,2018,16,0,3122,3057,2.31,1447,1323,124
029,57300,Paonia,2018,15,0,1426,1383,2.12,747,652,95
029,99990,Unincorp. Area,2018,0,0,14027,13445,2.37,6784,5663,1121
031,00000,DENVER COUNTY,2018,11065,0,702679,686379,2.21,331306,310886,20420
031,20000,Denver,2018,11065,11065,702679,686379,2.21,331306,310886,20420
033,00000,DOLORES COUNTY,2018,31,0,2091,2091,2.24,1317,934,383
033,21265,Dove Creek,2018,0,0,652,652,2.3,331,283,48
033,64090,Rico,2018,0,0,294,294,2.03,221,145,76
033,99990,Unincorp. Area,2018,31,31,1145,1145,2.26,765,506,259
035,00000,DOUGLAS COUNTY,2018,3968,0,343267,341768,2.76,128333,123660,4673
035,04000,Aurora (Part),2018,216,216,1665,1665,2.73,694,609,85
035,12387,City of Castle Pines,2018,47,46,10401,10388,2.89,3715,3590,125
035,12415,Castle Rock,2018,1239,0,67767,66840,2.87,24265,23297,968
035,43550,Larkspur,2018,2,0,201,201,2.18,99,92,7
035,45255,Littleton (Part),2018,0,3,651,651,1.86,403,350,53
035,45955,Lone Tree,2018,62,47,13028,13028,2.36,5850,5523,327
035,57630,Parker,2018,772,779,55675,55609,2.82,20271,19710,561
035,99990,Unincorp. Area,2018,1630,1630,193879,193386,2.74,73036,70489,2547
037,00000,EAGLE COUNTY,2018,427,0,54205,54108,2.69,32251,20145,12106
037,04110,Avon,2018,10,10,5769,5769,2.6,3544,2218,1326
037,04935,Basalt (Part),2018,23,23,2878,2878,2.3,1453,1250,203
037,22200,Eagle,2018,66,70,7242,7147,2.91,2627,2456,171
037,33695,Gypsum,2018,111,132,7623,7623,3.19,2514,2393,121
037,50920,Minturn,2018,9,0,1019,1019,2.33,550,438,112
037,63265,Red Cliff,2018,5,0,241,241,2.26,129,107,22
037,80040,Vail,2018,48,0,4900,4898,2.02,7221,2419,4802
037,99990,Unincorp. Area,2018,155,102,24532,24532,2.77,14213,8864,5349
039,00000,ELBERT COUNTY,2018,163,0,25366,25296,2.77,9463,9142,321
039,23740,Elizabeth,2018,1,0,1386,1386,2.77,516,500,16
039,40790,Kiowa,2018,0,0,734,700,2.4,307,292,15
039,70635,Simla,2018,0,0,647,618,2.75,257,225,32
039,99990,Unincorp. Area,2018,162,0,22599,22592,2.78,8383,8125,258
041,00000,EL PASO COUNTY,2018,3598,0,717812,696781,2.59,280240,268594,11646
041,11260,Calhan,2018,0,0,785,785,2.54,334,309,25
041,16000,Colorado Springs,2018,2100,2100,474691,464345,2.47,196494,188160,8334
041,27865,Fountain,2018,175,175,29480,29480,2.99,10196,9851,345
041,32650,Green Mtn. Falls (Part),2018,11,0,759,734,2.01,521,365,156
041,48445,Manitou Springs,2018,5,5,4877,4844,1.99,2618,2435,183
041,51800,Monument,2018,192,192,9770,9770,2.94,3442,3326,116
041,57025,Palmer Lake,2018,22,13,2619,2616,2.47,1128,1057,71
041,62660,Ramah,2018,0,0,118,118,2.18,63,54,9
041,99990,Unincorp. Area,2018,1094,0,194713,184087,2.92,65444,63037,2407
043,00000,FREMONT COUNTY,2018,119,0,47990,39977,2.29,19978,17441,2537
043,09115,Brookside,2018,1,1,206,206,2.48,90,83,7
043,11810,Canon City,2018,53,0,17115,15599,2.23,7565,6991,574
043,15330,Coal Creek,2018,1,1,352,352,2.38,156,148,8
043,27040,Florence,2018,6,0,3746,3659,2.33,1726,1571,155
043,64970,Rockvale,2018,0,0,508,508,2.34,248,217,31
043,85155,Williamsburg,2018,3,0,707,695,2.55,291,273,18
043,99990,Unincorp. Area,2018,55,76,25356,18959,2.32,9902,8159,1743
045,00000,GARFIELD COUNTY,2018,194,0,59769,58684,2.71,23713,21636,2077
045,12030,Carbonate,2018,0,0,0,0,0,0,0,0
045,12045,Carbondale,2018,17,0,6385,6255,2.66,2540,2352,188
045,30780,Glenwood Springs,2018,0,0,9744,9525,2.5,4189,3817,372
045,53395,New Castle,2018,74,0,4710,4710,2.74,1815,1717,98
045,57400,Parachute,2018,0,1,1316,1316,2.79,539,472,67
045,64255,Rifle,2018,7,8,10158,9992,2.85,3740,3508,232
045,70195,Silt,2018,15,0,3415,3415,3,1196,1139,57
045,99990,Unincorp. Area,2018,81,84,24041,23470,2.72,9694,8631,1063
047,00000,GILPIN COUNTY,2018,55,0,5707,5666,2.2,3461,2570,891
047,07025,Black Hawk,2018,0,0,126,126,2.08,67,61,6
047,12910,Central City (Part),2018,21,21,777,777,1.94,530,401,129
047,99990,Unincorp. Area,2018,34,31,4804,4762,2.26,2864,2109,755
049,00000,GRAND COUNTY,2018,185,0,15268,15065,2.22,16215,6772,9443
049,28305,Fraser,2018,20,0,1433,1429,2.22,1418,644,774
049,31605,Granby,2018,16,16,1960,1960,2.41,1650,815,835
049,31715,Grand Lake,2018,9,8,412,409,1.85,788,221,567
049,37600,Hot Sulphur Springs,2018,3,0,683,653,2.37,305,275,30
049,41560,Kremmling,2018,6,2,1342,1338,2.41,617,555,62
049,85705,Winter Park,2018,48,0,1025,1013,1.97,2677,515,2162
049,99990,Unincorp. Area,2018,83,91,8413,8264,2.21,8760,3747,5013
051,00000,GUNNISON COUNTY,2018,142,0,16681,15625,2.23,11766,7022,4744
051,18310,Crested Butte,2018,16,0,1603,1603,2.11,1144,759,385
051,33640,Gunnison,2018,41,47,6370,5406,2.17,2767,2490,277
051,48555,Marble,2018,2,0,132,132,2.06,101,64,37
051,52570,Mount Crested Butte/G,2018,2,0,973,973,2.04,1411,478,933
051,59830,Pitkin,2018,0,0,83,83,2.31,180,36,144
051,99990,Unincorp. Area,2018,81,69,7519,7427,2.32,6163,3195,2968
053,00000,HINSDALE COUNTY,2018,8,0,801,790,2.12,1313,373,940
053,42330,Lake City,2018,3,0,427,427,2.06,438,207,231
053,99990,Unincorp. Area,2018,5,0,374,363,2.19,875,166,709
055,00000,HUERFANO COUNTY,2018,33,0,6758,6642,2.1,4637,3165,1472
055,44100,La Veta,2018,6,0,895,895,1.94,575,462,113
055,82350,Walsenburg,2018,0,0,3008,2969,2.17,1618,1368,250
055,99990,Unincorp. Area,2018,27,27,2855,2778,2.08,2444,1335,1109
057,00000,JACKSON COUNTY,2018,9,0,1379,1377,2.11,1179,654,525
057,82130,Walden,2018,0,23,597,595,2.1,350,284,66
057,99990,Unincorp. Area,2018,9,0,782,782,2.11,829,370,459
059,00000,JEFFERSON COUNTY,2018,1993,0,579821,570999,2.42,244236,236374,7862
059,03455,Arvada (Part),2018,618,618,120026,119260,2.49,49093,47865,1228
059,08070,Bow Mar (Part),2018,0,0,269,269,3.03,92,89,3
059,23135,Edgewater,2018,10,0,5136,5136,2.19,2448,2344,104
059,30835,Golden,2018,30,0,20973,18025,2.24,8445,8035,410
059,42495,Lakeside,2018,0,0,15,15,1.36,11,11,0
059,43000,Lakewood,2018,839,924,154058,151756,2.28,69038,66620,2418
059,45255,Littleton (Part),2018,3,30,2338,2338,2.96,801,789,12
059,52075,Morrison,2018,0,0,426,271,2.14,131,127,4
059,52350,Mountain View,2018,0,0,540,540,2.03,274,265,9
059,75640,Superior (Part),2018,0,0,0,0,0,0,0,0
059,83835,Westminster (Part),2018,51,51,45035,44870,2.46,18695,18204,491
059,84440,Wheat Ridge,2018,22,22,32390,31803,2.15,15352,14762,590
059,99990,Unincorp. Area,2018,420,0,198616,196717,2.55,79856,77263,2593
061,00000,KIOWA COUNTY,2018,0,0,1442,1412,2.39,735,592,143
061,22145,Eads,2018,0,0,688,659,2.24,355,294,61
061,34740,Haswell,2018,0,0,70,70,2.11,37,33,4
061,69700,Sheridan Lake,2018,0,0,63,63,3.05,38,21,17
061,99990,Unincorp. Area,2018,0,0,620,620,2.54,305,244,61
063,00000,KIT CARSON COUNTY,2018,3,0,7285,6996,2.42,3407,2895,512
063,06530,Bethune,2018,1,0,192,192,3.05,80,63,17
063,10600,Burlington,2018,1,0,3389,3123,2.45,1471,1276,195
063,26765,Flagler,2018,1,0,545,545,2.06,310,264,46
063,69040,Seibert,2018,0,0,170,170,2.14,100,79,21
063,74485,Stratton,2018,0,0,658,634,2.41,315,263,52
063,81690,Vona,2018,0,0,98,98,2.16,61,45,16
063,99990,Unincorp. Area,2018,0,0,2234,2234,2.47,1070,904,166
065,00000,LAKE COUNTY,2018,24,0,7332,7249,2.39,4300,3030,1270
065,44320,Leadville,2018,4,0,2667,2590,2.1,1690,1232,458
065,99990,Unincorp. Area,2018,20,0,4665,4659,2.59,2610,1798,812
067,00000,LA PLATA COUNTY,2018,564,0,55731,53884,2.3,27670,23380,4290
067,05265,Bayfield,2018,18,0,2761,2761,2.67,1094,1035,59
067,22035,Durango,2018,331,357,18860,17103,2.13,8892,8011,881
067,38535,Ignacio,2018,2,2,825,825,2.56,360,322,38
067,99990,Unincorp. Area,2018,213,0,33286,33195,2.37,17324,14012,3312
069,00000,LARIMER COUNTY,2018,3137,0,350661,339773,2.41,152984,140992,11992
069,06255,Berthoud (Part),2018,425,425,8101,8021,2.61,3268,3076,192
069,25115,Estes Park,2018,26,0,6412,6369,2.09,4335,3044,1291
069,27425,Fort Collins,2018,1377,1453,166382,157179,2.36,69738,66536,3202
069,39855,Johnstown (Part),2018,97,97,4036,4036,2.41,1819,1674,145
069,46465,Loveland,2018,458,472,75322,74719,2.37,32957,31583,1374
069,77510,Timnath (Part),2018,275,0,4433,4433,3.18,1524,1394,130
069,83230,Wellington,2018,188,186,10203,10203,2.91,3625,3509,116
069,85485,Windsor (Part),2018,117,117,6259,6259,2.8,2411,2234,177
069,99990,Unincorp. Area,2018,174,190,69515,68555,2.45,33307,27942,5365
071,00000,LAS ANIMAS COUNTY,2018,16,0,14729,13999,2.2,7989,6360,1629
071,00760,Aguilar,2018,0,0,471,471,2.17,269,217,52
071,08345,Branson,2018,0,0,63,63,2.27,46,28,18
071,15550,Cokedale,2018,0,0,129,129,2.44,89,53,36
071,40570,Kim,2018,0,0,69,69,1.91,55,36,19
071,73715,Starkville,2018,0,0,65,65,2.29,41,28,13
071,78610,Trinidad,2018,0,0,8528,8195,2.2,4266,3729,537
071,99990,Unincorp. Area,2018,15,15,5404,5007,2.21,3223,2269,954
073,00000,LINCOLN COUNTY,2018,11,0,5621,4623,2.35,2331,1965,366
073,03235,Arriba,2018,1,0,202,202,2.13,121,95,26
073,29680,Genoa,2018,1,0,153,153,2.27,85,68,17
073,37875,Hugo,2018,3,1,773,691,2.28,365,303,62
073,44980,Limon,2018,1,1,1997,1975,2.36,937,839,98
073,99990,Unincorp. Area,2018,6,0,2496,1601,2.42,823,661,162
075,00000,LOGAN COUNTY,2018,11,0,21611,18461,2.32,8621,7958,663
075,18640,Crook,2018,1,0,129,129,1.93,75,67,8
075,26875,Fleming,2018,0,0,433,433,2.38,204,182,22
075,38590,Iliff,2018,0,0,250,250,2.39,117,105,12
075,50040,Merino,2018,0,0,287,287,2.47,125,116,9
075,58235,Peetz,2018,0,0,222,222,2.34,106,95,11
075,73935,Sterling,2018,2,2,13837,10777,2.24,5227,4820,407
075,99990,Unincorp. Area,2018,8,14,6451,6362,2.47,2767,2573,194
077,00000,MESA COUNTY,2018,811,0,154047,149639,2.42,65823,61948,3875
077,15605,Collbran,2018,1,1,590,390,2.09,207,186,21
077,19355,De Beque,2018,3,0,497,495,2.68,212,185,27
077,28745,Fruita,2018,46,46,13527,13351,2.56,5462,5212,250
077,31660,Grand Junction,2018,565,565,64041,60331,2.25,28413,26760,1653
077,56970,Palisade,2018,10,2,2649,2537,2.12,1262,1196,66
077,99990,Unincorp. Area,2018,186,186,72743,72535,2.55,30267,28410,1857
079,00000,MINERAL COUNTY,2018,19,0,811,811,2.03,1181,399,782
079,14765,City of Creede,2018,5,0,251,251,1.79,245,141,104
079,99990,Unincorp. Area,2018,14,0,560,560,2.17,936,258,678
081,00000,MOFFAT COUNTY,2018,18,0,13291,13175,2.47,6047,5334,713
081,17760,Craig,2018,7,0,9089,8976,2.43,4019,3699,320
081,20495,Dinosaur,2018,1,0,254,254,2.43,148,104,44
081,99990,Unincorp. Area,2018,10,10,3948,3945,2.58,1880,1531,349
083,00000,MONTEZUMA COUNTY,2018,46,0,25612,25333,2.37,12132,10678,1454
083,17375,Cortez,2018,17,18,8633,8485,2.3,3979,3695,284
083,20770,Dolores,2018,2,0,893,882,2.05,499,431,68
083,48115,Mancos,2018,4,5,1275,1189,2.28,581,522,59
083,99990,Unincorp. Area,2018,23,23,14811,14777,2.45,7073,6030,1043
085,00000,MONTROSE COUNTY,2018,210,0,42084,41447,2.42,18372,17149,1223
085,51745,Montrose,2018,102,107,20145,19619,2.28,9115,8589,526
085,53120,Naturita,2018,0,0,494,494,2.13,261,232,29
085,54935,Nucla,2018,0,0,601,601,2.12,308,283,25
085,55540,Olathe,2018,8,0,1799,1719,3.01,617,571,46
085,99990,Unincorp. Area,2018,100,100,19045,19014,2.54,8071,7474,597
087,00000,MORGAN COUNTY,2018,90,0,28933,28449,2.73,11251,10414,837
087,09555,Brush,2018,0,0,5354,5034,2.55,2128,1974,154
087,27810,Fort Morgan,2018,0,0,11708,11544,2.84,4280,4071,209
087,36610,Hillrose,2018,1,0,310,310,2.61,128,119,9
087,45695,Log Lane Village,2018,0,0,921,921,3.04,332,303,29
087,84770,Wiggins,2018,40,0,1148,1148,2.82,445,407,38
087,99990,Unincorp. Area,2018,49,0,9491,9491,2.68,3938,3541,397
089,00000,OTERO COUNTY,2018,4,0,18756,18335,2.38,8703,7704,999
089,13460,Cheraw,2018,0,0,235,235,2.52,100,93,7
089,27975,Fowler,2018,0,0,1239,1208,2.18,614,553,61
089,42110,La Junta,2018,2,0,7337,7042,2.37,3335,2977,358
089,48500,Manzanola,2018,0,0,357,357,2.34,177,152,25
089,65190,Rocky Ford,2018,0,0,3890,3831,2.37,1854,1615,239
089,75970,Swink,2018,0,0,611,611,2.45,284,250,34
089,99990,Unincorp. Area,2018,2,2,5088,5052,2.45,2339,2064,275
091,00000,OURAY COUNTY,2018,42,0,4736,4736,2.14,3242,2216,1026
091,56420,Ouray,2018,3,0,902,902,2.13,750,423,327
091,64200,Ridgway,2018,19,19,1128,1128,2.21,606,510,96
091,99990,Unincorp. Area,2018,20,20,2706,2706,2.11,1886,1283,603
093,00000,PARK COUNTY,2018,154,0,17366,17325,2.23,13820,7777,6043
093,01530,Alma,2018,1,0,290,290,2.07,179,140,39
093,25610,Fairplay,2018,5,0,728,728,2.16,410,337,73
093,99990,Unincorp. Area,2018,148,0,16348,16307,2.23,13231,7300,5931
095,00000,PHILLIPS COUNTY,2018,18,0,4515,4447,2.44,2010,1819,191
095,34960,Haxtun,2018,1,1,988,965,2.25,490,430,60
095,37270,Holyoke,2018,11,11,2336,2291,2.48,999,923,76
095,57245,Paoli,2018,1,0,48,48,2.2,23,22,1
095,99990,Unincorp. Area,2018,5,0,1143,1143,2.57,498,445,53
097,00000,PITKIN COUNTY,2018,53,0,17643,17571,2.14,13107,8203,4904
097,03620,Aspen,2018,27,0,7158,7116,1.95,6148,3645,2503
097,04935,Basalt (Part),2018,0,0,1042,1042,2.27,560,458,102
097,71755,Snowmass Village,2018,5,24,3153,3143,2.21,2552,1425,1127
097,99990,Unincorp. Area,2018,21,21,6290,6270,2.34,3847,2675,1172
099,00000,PROWERS COUNTY,2018,3,0,11971,11614,2.44,5436,4766,670
099,31550,Granada,2018,0,0,449,449,2.68,203,167,36
099,34520,Hartman,2018,0,0,57,57,2.31,32,25,7
099,37215,Holly,2018,1,0,839,790,2.5,358,315,43
099,43110,Lamar,2018,1,1,7645,7345,2.42,3446,3040,406
099,85045,Wiley,2018,0,0,431,431,2.45,195,176,19
099,99990,Unincorp. Area,2018,1,0,2550,2543,2.44,1202,1042,160
101,00000,PUEBLO COUNTY,2018,284,0,166686,162731,2.45,71066,66311,4755
101,07795,Boone,2018,1,0,323,316,2.55,152,124,28
101,62000,Pueblo,2018,168,168,110994,107305,2.38,48238,45158,3080
101,66895,Rye,2018,1,0,198,198,2.37,114,84,30
101,99990,Unincorp. Area,2018,115,0,55171,54913,2.62,22562,20946,1616
103,00000,RIO BLANCO COUNTY,2018,13,0,6588,6338,2.43,3252,2607,645
103,49875,Meeker,2018,2,2,2374,2335,2.37,1138,984,154
103,62880,Rangely,2018,1,0,2397,2191,2.47,1117,886,231
103,99990,Unincorp. Area,2018,10,0,1816,1812,2.46,997,737,260
105,00000,RIO GRANDE COUNTY,2018,36,0,11644,11498,2.4,6483,4790,1693
105,12855,Center (Part),2018,0,0,61,61,2.45,53,25,28
105,19795,Del Norte,2018,3,0,1475,1445,2.27,806,637,169
105,51635,Monte Vista,2018,7,0,4270,4230,2.4,1940,1764,176
105,72395,South Fork,2018,2,0,499,495,2.07,547,238,309
105,99990,Unincorp. Area,2018,24,24,5339,5267,2.48,3137,2126,1011
107,00000,ROUTT COUNTY,2018,113,0,24314,23966,2.35,16212,10186,6026
107,35070,Hayden,2018,4,0,1865,1865,2.43,830,768,62
107,55155,Oak Creek,2018,4,0,863,863,2.13,484,405,79
107,73825,Steamboat Springs,2018,72,0,12831,12545,2.31,9842,5424,4418
107,86475,Yampa,2018,0,0,393,393,2.41,200,163,37
107,99990,Unincorp. Area,2018,34,0,8362,8301,2.42,4856,3426,1430
